"Vascular.disorders"	"Cardiac.disorder.signs.and.symptoms"	"Cardiac.arrhythmias"	"Heart.failures"	"Coronary.artery.disorders"	"Pericardial.disorders"	"Myocardial.disorders"	"id"
"651"	0	1	1	0	1	0	0	"BRD-K18910433"
"652"	0	1	1	0	1	0	0	"BRD-K18910433"
"653"	0	1	1	0	1	0	0	"BRD-K18910433"
"654"	0	1	1	0	1	0	0	"BRD-K18910433"
"655"	0	1	1	0	1	0	0	"BRD-K18910433"
"656"	0	1	1	0	1	0	0	"BRD-K18910433"
"657"	0	1	1	0	1	0	0	"BRD-K18910433"
"658"	0	1	1	0	1	0	0	"BRD-K18910433"
"659"	0	1	1	0	1	0	0	"BRD-K18910433"
"660"	0	1	1	0	1	0	0	"BRD-K18910433"
"661"	0	1	1	0	1	0	0	"BRD-K18910433"
"662"	0	1	1	0	1	0	0	"BRD-K18910433"
"663"	0	1	1	0	1	0	0	"BRD-K18910433"
"664"	0	1	1	0	1	0	0	"BRD-K18910433"
"665"	0	1	1	0	1	0	0	"BRD-K18910433"
"666"	0	1	1	0	1	0	0	"BRD-K18910433"
"667"	0	1	1	0	1	0	0	"BRD-K18910433"
"668"	0	1	1	0	1	0	0	"BRD-K18910433"
"669"	0	1	1	0	1	0	0	"BRD-K18910433"
"670"	0	1	1	0	1	0	0	"BRD-K18910433"
"671"	0	0	0	0	0	0	0	"BRD-K19352500"
"672"	0	0	0	0	0	0	0	"BRD-K19352500"
"678"	0	0	0	0	0	0	0	"BRD-K19507340"
"679"	0	0	0	0	0	0	0	"BRD-K19507340"
"680"	0	0	0	0	0	0	0	"BRD-K19507340"
"681"	0	0	0	0	0	0	0	"BRD-K19507340"
"682"	0	1	0	0	0	0	0	"BRD-K19687926"
"683"	0	1	0	0	0	0	0	"BRD-K19687926"
"684"	0	1	0	0	0	0	0	"BRD-K19687926"
"685"	0	1	0	0	0	0	0	"BRD-K19687926"
"686"	0	1	0	0	0	0	0	"BRD-K19687926"
"687"	0	1	0	0	0	0	0	"BRD-K19687926"
"688"	0	1	0	0	0	0	0	"BRD-K19687926"
"689"	0	1	0	0	0	0	0	"BRD-K19687926"
"694"	0	0	0	0	0	0	0	"BRD-K20141153"
"695"	0	0	0	0	0	0	0	"BRD-K20141153"
"696"	0	0	0	0	0	0	0	"BRD-K20141153"
"697"	0	0	0	0	0	0	0	"BRD-K20141153"
"704"	0	0	0	0	0	0	0	"BRD-K21450440"
"705"	0	0	0	0	0	0	0	"BRD-K21450440"
"706"	1	1	1	0	0	0	0	"BRD-K21680192"
"707"	1	1	1	0	0	0	0	"BRD-K21680192"
"708"	1	1	1	0	0	0	0	"BRD-K21680192"
"709"	1	1	1	0	0	0	0	"BRD-K21680192"
"710"	1	1	1	0	0	0	0	"BRD-K21680192"
"711"	1	1	1	0	0	0	0	"BRD-K21680192"
"712"	1	1	1	0	0	0	0	"BRD-K21680192"
"713"	1	1	1	0	0	0	0	"BRD-K21680192"
"714"	1	1	1	0	0	0	0	"BRD-K21680192"
"715"	1	1	1	0	0	0	0	"BRD-K21680192"
"716"	1	1	1	0	0	0	0	"BRD-K21680192"
"717"	1	1	1	0	0	0	0	"BRD-K21680192"
"718"	1	1	1	0	0	0	0	"BRD-K21680192"
"719"	1	1	1	0	0	0	0	"BRD-K21680192"
"720"	1	1	1	0	0	0	0	"BRD-K21680192"
"721"	1	1	1	0	0	0	0	"BRD-K21680192"
"722"	1	1	1	0	0	0	0	"BRD-K21680192"
"723"	0	1	0	0	0	0	0	"BRD-K21733600"
"724"	0	1	0	0	0	0	0	"BRD-K21733600"
"725"	0	1	0	0	0	0	0	"BRD-K21733600"
"726"	0	1	0	0	0	0	0	"BRD-K21733600"
"727"	0	1	0	0	1	0	0	"BRD-K22031190"
"728"	0	1	0	0	1	0	0	"BRD-K22031190"
"729"	0	1	0	0	1	0	0	"BRD-K22031190"
"730"	0	1	0	0	1	0	0	"BRD-K22031190"
"731"	0	1	1	0	0	0	0	"BRD-K22134346"
"732"	0	1	1	0	0	0	0	"BRD-K23478508"
"733"	0	1	1	0	0	0	0	"BRD-K23478508"
"734"	0	1	1	0	0	0	0	"BRD-K23478508"
"735"	0	1	1	0	0	0	0	"BRD-K23478508"
"736"	1	1	0	1	1	0	0	"BRD-K23566484"
"737"	1	1	0	1	1	0	0	"BRD-K23566484"
"738"	1	1	0	1	1	0	0	"BRD-K23984367"
"739"	1	1	0	1	1	0	0	"BRD-K23984367"
"740"	0	1	1	0	1	0	0	"BRD-K24023109"
"741"	0	1	1	0	1	0	0	"BRD-K24023109"
"742"	0	1	1	0	1	0	0	"BRD-K24023109"
"743"	0	1	1	0	1	0	0	"BRD-K24023109"
"744"	0	0	0	0	0	0	0	"BRD-K25394294"
"745"	0	0	0	0	0	0	0	"BRD-K25394294"
"746"	0	0	0	0	0	0	0	"BRD-K25394294"
"747"	0	0	0	0	0	0	0	"BRD-K25394294"
"748"	0	1	0	0	0	0	0	"BRD-K25433859"
"749"	0	1	0	0	0	0	0	"BRD-K25433859"
"750"	0	1	0	0	0	0	0	"BRD-K25433859"
"751"	0	0	0	0	0	0	0	"BRD-K25591257"
"752"	0	0	0	0	0	0	0	"BRD-K25591257"
"753"	0	0	0	0	0	0	0	"BRD-K25591257"
"754"	0	0	0	0	0	0	0	"BRD-K25591257"
"755"	1	0	0	0	0	0	0	"BRD-K26521938"
"756"	1	0	0	0	0	0	0	"BRD-K26521938"
"757"	1	0	0	0	0	0	0	"BRD-K26521938"
"758"	0	0	0	0	0	0	0	"BRD-K27316855"
"759"	0	0	0	0	0	0	0	"BRD-K27316855"
"760"	0	0	0	0	0	0	0	"BRD-K27316855"
"761"	0	0	0	0	0	0	0	"BRD-K27316855"
"762"	1	1	0	1	0	0	0	"BRD-K27721098"
"763"	1	1	0	1	0	0	0	"BRD-K27721098"
"764"	0	0	0	0	0	0	0	"BRD-K28143534"
"765"	0	0	0	0	0	0	0	"BRD-K28143534"
"766"	0	0	0	0	0	0	0	"BRD-K28143534"
"767"	0	0	0	0	0	0	0	"BRD-K28143534"
"768"	0	0	0	0	0	0	0	"BRD-K28183345"
"769"	0	0	0	0	0	0	0	"BRD-K28183345"
"770"	0	0	0	0	0	0	0	"BRD-K28307902"
"771"	0	0	0	0	0	0	0	"BRD-K28307902"
"772"	0	0	0	0	0	0	0	"BRD-K28307902"
"773"	0	0	0	0	0	0	0	"BRD-K28307902"
"774"	0	0	0	0	0	0	0	"BRD-K28307902"
"775"	0	0	0	0	0	0	0	"BRD-K28307902"
"776"	0	0	0	0	0	0	0	"BRD-K28307902"
"777"	0	0	0	0	0	0	0	"BRD-K28307902"
"778"	0	0	0	0	0	0	0	"BRD-K28307902"
"779"	0	0	0	0	0	0	0	"BRD-K28307902"
"780"	0	0	0	0	0	0	0	"BRD-K28307902"
"781"	0	0	0	0	0	0	0	"BRD-K28307902"
"782"	0	0	0	0	0	0	0	"BRD-K28307902"
"783"	0	0	0	0	0	0	0	"BRD-K28307902"
"784"	0	0	0	0	0	0	0	"BRD-K28307902"
"785"	0	0	0	0	0	0	0	"BRD-K28307902"
"786"	0	0	0	0	0	0	0	"BRD-K28936863"
"787"	0	0	0	0	0	0	0	"BRD-K28936863"
"788"	0	0	0	0	0	0	0	"BRD-K28936863"
"789"	0	0	0	0	0	0	0	"BRD-K28936863"
"794"	0	1	0	0	1	0	0	"BRD-K29905972"
"795"	0	1	0	0	1	0	0	"BRD-K29905972"
"796"	0	1	0	0	0	0	0	"BRD-K30020243"
"797"	0	1	0	0	0	0	0	"BRD-K30020243"
"798"	0	0	0	0	0	0	0	"BRD-K30240666"
"799"	0	0	0	0	0	0	0	"BRD-K30240666"
"800"	0	0	0	0	0	0	0	"BRD-K30240666"
"801"	0	0	0	0	0	0	0	"BRD-K30240666"
"806"	0	0	0	0	0	0	0	"BRD-K32164935"
"807"	0	0	0	0	0	0	0	"BRD-K32164935"
"808"	0	0	0	0	0	0	0	"BRD-K32164935"
"809"	0	0	0	0	0	0	0	"BRD-K32164935"
"810"	0	0	0	0	0	0	0	"BRD-K32164935"
"811"	0	0	0	0	0	0	0	"BRD-K32164935"
"812"	0	0	0	0	0	0	0	"BRD-K32247306"
"813"	0	0	0	0	0	0	0	"BRD-K32247306"
"814"	1	1	1	0	1	0	0	"BRD-K32398298"
"815"	1	1	1	0	1	0	0	"BRD-K32398298"
"816"	1	1	1	0	1	0	0	"BRD-K32398298"
"817"	1	1	1	0	1	0	0	"BRD-K32398298"
"826"	0	1	1	1	1	0	0	"BRD-K32830106"
"827"	0	1	1	1	1	0	0	"BRD-K32830106"
"828"	0	0	0	0	0	0	0	"BRD-K32977963"
"829"	0	0	0	0	0	0	0	"BRD-K32977963"
"830"	0	0	0	0	0	0	0	"BRD-K32977963"
"831"	0	0	0	0	0	0	0	"BRD-K32977963"
"832"	0	0	0	0	0	0	0	"BRD-K33106058"
"833"	0	0	0	0	0	0	0	"BRD-K33106058"
"834"	0	1	0	0	0	0	0	"BRD-K33211335"
"835"	0	1	0	0	0	0	0	"BRD-K33211335"
"836"	0	1	0	0	0	0	0	"BRD-K33211335"
"837"	0	0	0	0	0	0	0	"BRD-K34441861"
"838"	0	0	0	0	0	0	0	"BRD-K34441861"
"839"	0	0	1	0	1	0	0	"BRD-K34685430"
"840"	0	0	1	0	1	0	0	"BRD-K34685430"
"841"	0	0	0	0	0	0	0	"BRD-K35240538"
"842"	0	0	0	0	0	0	0	"BRD-K35240538"
"843"	0	0	0	0	0	0	0	"BRD-K35240538"
"844"	0	0	0	0	0	0	0	"BRD-K35240538"
"845"	1	0	0	0	0	0	0	"BRD-K35483542"
"846"	1	0	0	0	0	0	0	"BRD-K35483542"
"847"	1	0	0	0	0	0	0	"BRD-K35483542"
"848"	1	0	0	0	0	0	0	"BRD-K35483542"
"852"	0	0	0	0	0	0	0	"BRD-K36862742"
"853"	0	0	0	0	0	0	0	"BRD-K36862742"
"854"	0	0	0	0	0	0	0	"BRD-K36927236"
"855"	0	0	0	0	0	0	0	"BRD-K36927236"
"856"	1	1	0	0	0	0	0	"BRD-K37130656"
"857"	1	1	0	0	0	0	0	"BRD-K37130656"
"858"	0	0	0	0	0	0	0	"BRD-K37694030"
"859"	0	0	0	0	0	0	0	"BRD-K37694030"
"860"	0	0	0	0	0	0	0	"BRD-K37694030"
"861"	0	0	0	0	0	0	0	"BRD-K37694030"
"862"	1	1	1	1	1	0	0	"BRD-K37991163"
"863"	1	1	1	1	1	0	0	"BRD-K37991163"
"864"	0	1	0	0	0	0	0	"BRD-K38197229"
"865"	0	1	0	0	0	0	0	"BRD-K38197229"
"866"	0	1	0	0	0	0	0	"BRD-K38197229"
"867"	0	1	0	0	0	0	0	"BRD-K38197229"
"868"	0	1	1	0	0	0	0	"BRD-K38305202"
"869"	0	1	1	0	0	0	0	"BRD-K38305202"
"870"	0	1	1	0	0	0	0	"BRD-K38305202"
"871"	0	1	1	0	0	0	0	"BRD-K38305202"
"872"	0	1	1	1	0	0	0	"BRD-K38436528"
"873"	0	1	1	1	0	0	0	"BRD-K38436528"
"874"	0	0	0	0	0	0	0	"BRD-K38775274"
"875"	0	0	0	0	0	0	0	"BRD-K38775274"
"876"	0	0	0	0	0	0	0	"BRD-K39188321"
"877"	0	0	0	0	0	0	0	"BRD-K39188321"
"878"	0	0	0	0	0	0	0	"BRD-K39188321"
"879"	0	1	0	0	0	0	0	"BRD-K39915878"
"880"	0	1	0	0	0	0	0	"BRD-K39915878"
"881"	0	1	0	0	0	0	0	"BRD-K39915878"
"882"	0	1	0	0	0	0	0	"BRD-K39915878"
"883"	0	0	0	0	0	0	0	"BRD-K39965020"
"884"	0	0	0	0	0	0	0	"BRD-K39965020"
"885"	0	0	0	0	0	0	0	"BRD-K39965020"
"889"	0	0	0	0	0	0	0	"BRD-K41731458"
"890"	0	0	0	0	0	0	0	"BRD-K41731458"
"891"	0	0	0	0	0	0	0	"BRD-K41731458"
"892"	0	0	0	0	0	0	0	"BRD-K41731458"
"893"	0	0	0	0	0	0	0	"BRD-K42098891"
"894"	0	0	0	0	0	0	0	"BRD-K42098891"
"895"	0	0	0	0	0	0	0	"BRD-K42098891"
"896"	0	0	0	0	0	0	0	"BRD-K42098891"
"897"	0	1	0	0	0	0	0	"BRD-K42693031"
"898"	0	1	0	0	0	0	0	"BRD-K42693031"
"899"	0	1	0	0	0	0	0	"BRD-K42693031"
"900"	0	1	1	0	1	0	0	"BRD-K43389675"
"901"	0	1	1	0	1	0	0	"BRD-K43389675"
"902"	0	1	1	0	1	0	0	"BRD-K43389675"
"903"	0	1	1	0	1	0	0	"BRD-K43389675"
"912"	1	1	1	1	1	0	0	"BRD-K44876623"
"913"	1	1	1	1	1	0	0	"BRD-K44876623"
"914"	1	1	1	1	1	0	0	"BRD-K44876623"
"915"	0	1	0	1	0	0	0	"BRD-K45158365"
"916"	0	1	0	1	0	0	0	"BRD-K45158365"
"917"	0	1	0	1	0	0	0	"BRD-K45158365"
"918"	0	1	0	1	0	0	0	"BRD-K45158365"
"919"	0	0	0	0	0	0	0	"BRD-K45542189"
"920"	0	0	0	0	0	0	0	"BRD-K45542189"
"921"	0	1	0	0	0	0	0	"BRD-K46018455"
"922"	0	1	0	0	0	0	0	"BRD-K46018455"
"923"	0	0	0	0	0	0	0	"BRD-K46137903"
"924"	0	0	0	0	0	0	0	"BRD-K46137903"
"925"	0	0	0	0	0	0	0	"BRD-K46137903"
"926"	0	0	0	0	0	0	0	"BRD-K46137903"
"933"	0	0	0	0	0	0	0	"BRD-K46937689"
"934"	0	0	0	0	0	0	0	"BRD-K46937689"
"935"	0	0	0	0	0	0	0	"BRD-K46937689"
"936"	0	0	0	0	0	0	0	"BRD-K46937689"
"937"	0	0	0	0	0	0	0	"BRD-K47192521"
"938"	0	0	0	0	0	0	0	"BRD-K47192521"
"939"	0	0	0	0	0	0	0	"BRD-K47278471"
"940"	0	0	0	0	0	0	0	"BRD-K47278471"
"943"	0	0	0	0	0	0	0	"BRD-K47869605"
"944"	0	0	0	0	0	0	0	"BRD-K47869605"
"945"	0	0	0	0	0	0	0	"BRD-K47869605"
"946"	0	0	0	0	0	0	0	"BRD-K47869605"
"949"	0	1	1	1	1	0	0	"BRD-K48300629"
"950"	0	1	1	1	1	0	0	"BRD-K48300629"
"951"	0	0	0	0	0	0	0	"BRD-K49075727"
"952"	0	0	0	0	0	0	0	"BRD-K49075727"
"953"	0	1	1	0	0	0	0	"BRD-K49111258"
"954"	0	1	1	0	0	0	0	"BRD-K49111258"
"955"	0	1	1	0	0	0	0	"BRD-K49111258"
"956"	0	1	1	0	0	0	0	"BRD-K49111258"
"957"	1	1	1	1	1	1	0	"BRD-K49328571"
"958"	1	1	1	1	1	1	0	"BRD-K49328571"
"959"	1	1	1	1	1	1	0	"BRD-K49328571"
"960"	1	1	1	1	1	1	0	"BRD-K49328571"
"961"	1	1	1	1	1	1	0	"BRD-K49328571"
"962"	1	1	1	1	1	1	0	"BRD-K49328571"
"963"	1	1	1	1	1	1	0	"BRD-K49328571"
"964"	1	1	1	1	1	1	0	"BRD-K49328571"
"969"	0	0	0	0	0	0	0	"BRD-K49807096"
"970"	0	0	0	0	0	0	0	"BRD-K49807096"
"971"	0	0	0	0	0	0	0	"BRD-K49807096"
"972"	0	0	0	0	0	0	0	"BRD-K49807096"
"973"	1	1	1	0	1	0	0	"BRD-K50128260"
"974"	1	1	1	0	1	0	0	"BRD-K50128260"
"975"	1	1	1	0	1	0	0	"BRD-K50128260"
"976"	1	1	1	0	1	0	0	"BRD-K50128260"
"977"	1	1	1	0	1	0	0	"BRD-K50128260"
"978"	0	1	0	0	1	0	0	"BRD-K50388907"
"979"	0	1	0	0	1	0	0	"BRD-K50388907"
"980"	0	1	0	0	1	0	0	"BRD-K50388907"
"981"	0	1	0	0	1	0	0	"BRD-K50388907"
"982"	0	0	0	0	0	0	0	"BRD-K50398167"
"983"	0	0	0	0	0	0	0	"BRD-K50398167"
"984"	0	0	0	0	0	0	0	"BRD-K50398167"
"985"	1	1	1	0	1	0	1	"BRD-K50938287"
"986"	1	1	1	0	1	0	1	"BRD-K50938287"
"993"	0	0	0	0	0	0	0	"BRD-K51465424"
"994"	0	0	0	0	0	0	0	"BRD-K51465424"
"995"	0	0	0	0	0	0	0	"BRD-K51465424"
"996"	0	0	0	0	0	0	0	"BRD-K51465424"
"997"	0	1	1	0	1	0	0	"BRD-K51485625"
"998"	0	1	1	0	1	0	0	"BRD-K51485625"
"999"	0	1	1	0	1	0	0	"BRD-K51485625"
"1000"	0	1	1	0	1	0	0	"BRD-K51485625"
"1001"	1	1	0	0	0	0	0	"BRD-K52020312"
"1002"	1	1	0	0	0	0	0	"BRD-K52020312"
"1003"	1	1	0	0	0	0	0	"BRD-K52020312"
"1004"	1	1	0	0	0	0	0	"BRD-K52020312"
"1005"	0	1	1	0	0	0	0	"BRD-K52662033"
"1006"	0	1	1	0	0	0	0	"BRD-K52662033"
"1007"	0	1	1	0	0	0	0	"BRD-K52662033"
"1008"	0	0	1	0	0	0	0	"BRD-K52827117"
"1009"	0	0	1	0	0	0	0	"BRD-K52827117"
"1010"	0	1	1	1	1	0	0	"BRD-K52989797"
"1011"	0	1	1	1	1	0	0	"BRD-K52989797"
"1012"	0	1	1	1	1	0	0	"BRD-K52989797"
"1013"	0	1	1	1	1	0	0	"BRD-K52989797"
"1014"	0	0	1	0	0	0	1	"BRD-K53737926"
"1015"	0	0	1	0	0	0	1	"BRD-K53737926"
"1016"	0	0	1	0	0	0	1	"BRD-K53737926"
"1017"	0	0	1	0	0	0	1	"BRD-K53737926"
"1018"	1	1	1	1	1	0	1	"BRD-K53857191"
"1019"	1	1	1	1	1	0	1	"BRD-K53857191"
"1020"	1	1	1	1	1	0	1	"BRD-K53857191"
"1021"	1	1	1	1	1	0	1	"BRD-K53857191"
"1032"	0	1	0	0	0	0	0	"BRD-K54529596"
"1033"	0	1	0	0	0	0	0	"BRD-K54529596"
"1034"	0	1	0	0	0	0	0	"BRD-K54529596"
"1035"	0	0	0	0	0	0	0	"BRD-K54759182"
"1038"	0	0	0	0	0	0	0	"BRD-K55034111"
"1039"	0	0	0	0	0	0	0	"BRD-K55034111"
"1040"	0	0	0	0	0	0	0	"BRD-K55034111"
"1041"	0	0	0	0	0	0	0	"BRD-K55034111"
"1044"	0	0	0	0	0	0	0	"BRD-K55106630"
"1045"	0	0	0	0	0	0	0	"BRD-K55106630"
"1046"	0	0	0	0	0	0	0	"BRD-K55127134"
"1047"	0	0	0	0	0	0	0	"BRD-K55127134"
"1048"	0	0	0	0	0	0	0	"BRD-K55127134"
"1049"	0	0	0	0	0	0	0	"BRD-K55127134"
"1050"	0	0	0	0	0	0	0	"BRD-K55127134"
"1051"	0	0	0	0	0	0	0	"BRD-K55127134"
"1052"	0	0	0	0	0	0	0	"BRD-K55127134"
"1053"	0	0	0	0	0	0	0	"BRD-K55127134"
"1054"	0	0	0	0	0	0	0	"BRD-K55191674"
"1055"	0	0	0	0	0	0	0	"BRD-K55191674"
"1061"	1	1	0	0	0	0	0	"BRD-K56343971"
"1062"	1	1	0	0	0	0	0	"BRD-K56343971"
"1063"	1	1	0	0	0	0	0	"BRD-K56343971"
"1064"	1	1	0	0	0	0	0	"BRD-K56343971"
"1065"	1	1	0	0	0	0	0	"BRD-K56343971"
"1066"	1	1	0	0	0	0	0	"BRD-K56343971"
"1067"	0	0	0	0	0	0	0	"BRD-K56515112"
"1068"	0	0	0	0	0	0	0	"BRD-K56515112"
"1069"	0	0	0	0	0	0	0	"BRD-K57033106"
"1070"	0	0	0	0	0	0	0	"BRD-K57033106"
"1071"	0	0	0	0	0	0	0	"BRD-K57033106"
"1076"	0	1	1	0	1	0	0	"BRD-K57569181"
"1077"	0	1	1	0	1	0	0	"BRD-K57569181"
"1078"	0	1	1	0	1	0	0	"BRD-K57569181"
"1079"	0	1	1	0	1	0	0	"BRD-K57569181"
"1080"	0	1	1	0	1	0	0	"BRD-K57569181"
"1081"	0	1	1	0	1	0	0	"BRD-K57569181"
"1082"	0	1	1	0	1	0	0	"BRD-K57569181"
"1083"	0	1	1	0	1	0	0	"BRD-K57569181"
"1084"	0	1	1	0	1	0	0	"BRD-K57569181"
"1085"	0	1	1	0	1	0	0	"BRD-K57569181"
"1086"	0	1	1	0	1	0	0	"BRD-K57569181"
"1087"	0	1	1	0	1	0	0	"BRD-K57569181"
"1088"	0	0	0	0	0	0	0	"BRD-K59037100"
"1089"	0	0	0	0	0	0	0	"BRD-K59037100"
"1090"	0	0	0	0	0	0	0	"BRD-K59037100"
"1091"	0	0	0	0	0	0	0	"BRD-K59037100"
"1092"	1	1	0	1	0	0	0	"BRD-K59197931"
"1093"	1	1	0	1	0	0	0	"BRD-K59197931"
"1094"	1	1	0	1	0	0	0	"BRD-K59197931"
"1095"	0	0	0	0	0	0	0	"BRD-K59632282"
"1096"	0	0	0	0	0	0	0	"BRD-K59632282"
"1097"	0	0	0	0	0	0	0	"BRD-K59632282"
"1098"	0	0	0	0	0	0	0	"BRD-K59632282"
"1099"	0	0	0	0	0	0	0	"BRD-K59753975"
"1100"	0	0	0	0	0	0	0	"BRD-K59753975"
"1101"	0	0	0	0	0	0	0	"BRD-K59753975"
"1102"	0	0	0	0	0	0	0	"BRD-K59753975"
"1103"	0	1	1	0	1	0	0	"BRD-K60038276"
"1104"	0	1	1	0	1	0	0	"BRD-K60038276"
"1105"	0	1	1	0	1	0	0	"BRD-K60038276"
"1106"	0	1	1	0	1	0	0	"BRD-K60038276"
"1111"	1	1	1	1	1	1	0	"BRD-K60770992"
"1112"	1	1	1	1	1	1	0	"BRD-K60770992"
"1113"	1	1	1	1	1	1	0	"BRD-K60770992"
"1114"	0	0	0	0	0	0	0	"BRD-K61250553"
"1115"	0	0	0	0	0	0	0	"BRD-K61250553"
"1116"	0	0	0	0	0	0	0	"BRD-K61250553"
"1117"	0	0	0	0	0	0	0	"BRD-K61250553"
"1118"	0	0	0	0	0	0	0	"BRD-K61496577"
"1119"	0	0	0	0	0	0	0	"BRD-K61496577"
"1120"	0	0	0	0	0	0	0	"BRD-K61496577"
"1121"	0	0	0	0	0	0	0	"BRD-K61496577"
"1122"	1	1	1	1	1	0	0	"BRD-K62200014"
"1123"	1	1	1	1	1	0	0	"BRD-K62200014"
"1124"	1	1	1	1	1	0	0	"BRD-K62200014"
"1125"	1	1	1	1	1	0	0	"BRD-K62200014"
"1126"	0	1	0	0	0	0	0	"BRD-K62310379"
"1127"	0	1	0	0	0	0	0	"BRD-K62310379"
"1128"	0	1	0	0	0	0	0	"BRD-K62310379"
"1129"	0	1	0	0	0	0	0	"BRD-K62310379"
"1137"	0	1	0	0	0	0	0	"BRD-K63504947"
"1138"	0	1	0	0	0	0	0	"BRD-K63504947"
"1143"	0	1	1	0	1	0	1	"BRD-K64994968"
"1144"	0	1	1	0	1	0	1	"BRD-K64994968"
"1145"	1	1	1	0	1	0	0	"BRD-K65146499"
"1146"	1	1	1	0	1	0	0	"BRD-K65146499"
"1147"	1	1	1	0	1	0	0	"BRD-K65146499"
"1148"	0	1	0	0	0	0	0	"BRD-K66175015"
"1149"	0	1	0	0	0	0	0	"BRD-K66175015"
"1153"	1	1	1	1	1	0	0	"BRD-K67017579"
"1154"	1	1	1	1	1	0	0	"BRD-K67017579"
"1155"	1	1	1	1	1	0	0	"BRD-K67017579"
"1156"	1	1	1	1	1	0	0	"BRD-K67017579"
"1161"	0	1	1	0	0	0	0	"BRD-K67783091"
"1162"	0	1	1	0	0	0	0	"BRD-K67783091"
"1163"	0	0	0	0	0	0	0	"BRD-K67977190"
"1164"	0	0	0	0	0	0	0	"BRD-K67977190"
"1165"	0	1	1	0	0	0	0	"BRD-K68507560"
"1166"	0	1	1	0	0	0	0	"BRD-K68507560"
"1167"	0	1	1	0	0	0	0	"BRD-K68507560"
"1168"	0	1	1	0	0	0	0	"BRD-K68507560"
"1169"	0	0	0	0	0	0	0	"BRD-K69650333"
"1170"	0	0	0	0	0	0	0	"BRD-K69650333"
"1171"	0	1	1	1	0	0	0	"BRD-K70330367"
"1172"	0	1	1	1	0	0	0	"BRD-K70330367"
"1173"	0	1	1	1	0	0	0	"BRD-K70330367"
"1174"	0	1	1	1	0	0	0	"BRD-K70330367"
"1175"	0	0	0	0	0	0	0	"BRD-K70578146"
"1176"	0	0	0	0	0	0	0	"BRD-K70578146"
"1177"	0	0	0	0	0	0	0	"BRD-K70578146"
"1182"	0	1	0	0	0	0	0	"BRD-K71289571"
"1183"	0	1	0	0	0	0	0	"BRD-K71289571"
"1184"	0	1	0	0	0	0	0	"BRD-K71289571"
"1194"	0	0	0	0	0	0	0	"BRD-K72029282"
"1195"	0	0	0	0	0	0	0	"BRD-K72029282"
"1196"	0	0	0	0	0	0	0	"BRD-K72029282"
"1197"	0	0	0	0	0	0	0	"BRD-K72029282"
"1198"	0	1	1	0	1	0	0	"BRD-K72166146"
"1199"	0	1	1	0	1	0	0	"BRD-K72166146"
"1200"	0	1	1	0	1	0	0	"BRD-K72166146"
"1201"	0	1	1	0	1	0	0	"BRD-K72166146"
"1202"	0	0	0	0	0	0	0	"BRD-K72222507"
"1203"	0	0	0	0	0	0	0	"BRD-K72222507"
"1204"	0	0	0	0	0	0	0	"BRD-K72222507"
"1205"	0	0	0	0	0	0	0	"BRD-K72259270"
"1206"	0	0	0	0	0	0	0	"BRD-K72259270"
"1215"	0	0	0	0	0	0	0	"BRD-K73109821"
"1216"	0	0	0	0	0	0	0	"BRD-K73109821"
"1217"	0	0	0	0	0	0	0	"BRD-K73109821"
"1218"	0	0	0	0	0	0	0	"BRD-K73109821"
"1219"	1	1	1	1	1	0	0	"BRD-K73999723"
"1220"	1	1	1	1	1	0	0	"BRD-K73999723"
"1221"	1	1	1	1	1	0	0	"BRD-K73999723"
"1222"	1	1	1	1	1	0	0	"BRD-K73999723"
"1223"	1	1	0	0	1	0	0	"BRD-K74913225"
"1224"	1	1	0	0	1	0	0	"BRD-K74913225"
"1225"	1	1	0	0	1	0	0	"BRD-K74913225"
"1226"	1	1	0	0	1	0	0	"BRD-K74913225"
"1227"	0	0	0	0	0	0	0	"BRD-K75089421"
"1228"	0	0	0	0	0	0	0	"BRD-K75089421"
"1229"	0	0	0	0	0	0	0	"BRD-K75089421"
"1230"	0	0	0	0	0	0	0	"BRD-K75089421"
"1233"	0	1	1	1	0	0	0	"BRD-K75641298"
"1234"	0	1	1	1	0	0	0	"BRD-K75641298"
"1235"	0	1	1	1	0	0	0	"BRD-K75641298"
"1236"	0	1	1	1	0	0	0	"BRD-K75641298"
"1237"	0	1	1	0	1	0	0	"BRD-K76205745"
"1238"	0	1	1	0	1	0	0	"BRD-K76205745"
"1239"	0	1	1	0	1	0	0	"BRD-K76205745"
"1240"	0	1	1	0	1	0	0	"BRD-K76205745"
"1241"	0	1	1	0	1	0	0	"BRD-K76205745"
"1242"	0	1	1	0	1	0	0	"BRD-K76205745"
"1278"	0	1	1	0	0	0	0	"BRD-K76723084"
"1279"	0	1	1	0	0	0	0	"BRD-K76723084"
"1280"	0	1	1	0	0	0	0	"BRD-K76723084"
"1281"	0	0	0	0	0	0	0	"BRD-K76810206"
"1282"	0	0	0	0	0	0	0	"BRD-K76810206"
"1283"	0	0	0	0	0	0	0	"BRD-K77175907"
"1284"	0	0	0	0	0	0	0	"BRD-K77175907"
"1285"	0	0	0	0	0	0	0	"BRD-K77175907"
"1286"	0	0	0	0	0	0	0	"BRD-K77175907"
"1287"	0	1	0	0	0	0	0	"BRD-K77554836"
"1288"	0	1	0	0	0	0	0	"BRD-K77554836"
"1289"	0	1	0	0	0	0	0	"BRD-K77554836"
"1290"	0	1	0	0	0	0	0	"BRD-K77554836"
